plot_no,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
3508,House,250000,DHA Defence,Mumbai,6,For Rent,5,20
3509,House,230000,DHA Defence,Mumbai,5,For Rent,5,20
3513,House,350000,Clifton,Mumbai,5,For Rent,5,16
3514,Upper Portion,45000,Malir,Mumbai,2,For Rent,2,20
3516,Lower Portion,50000,Federal B Area,Mumbai,3,For Rent,3,16
3517,Flat,6800000,Abul Hassan Isphani Road,Mumbai,3,For Sale,3,4.9
3519,Flat,6000000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.3
3520,Flat,6050000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.7
3521,Flat,7997000,Bahria Town Mumbai,Mumbai,3,For Sale,3,5.6
3522,House,21000000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
3523,Flat,18500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,7.1
3524,Flat,6500000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
3525,Upper Portion,7500000,Nazimabad,Mumbai,3,For Sale,3,4.3
3528,Upper Portion,7500000,Korangi,Mumbai,4,For Sale,4,11.2
3529,Flat,3500000,Delhi Colony,Mumbai,1,For Sale,1,3.2
3530,Flat,6000000,Nazimabad,Mumbai,3,For Sale,3,5.3
3532,Lower Portion,12500000,Jamshed Town,Mumbai,3,For Sale,3,9.6
3533,Flat,7900000,DHA Defence,Mumbai,3,For Sale,3,5.6
3535,House,29000000,Gulistan-e-Jauhar,Mumbai,4,For Sale,4,9
3538,Flat,6500000,North Mumbai,Mumbai,2,For Sale,3,4
3540,Flat,3200000,North Mumbai,Mumbai,2,For Sale,2,4
3542,Flat,13000000,Defence Garden,Mumbai,2,For Sale,2,4.8
3543,Flat,4500000,Federal B Area,Mumbai,2,For Sale,2,4
3544,Flat,6200000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,5.8
3545,House,9000000,Bhara kahu,Pune,6,For Sale,6,5
3546,House,5800000,Kuri Road,Pune,3,For Sale,4,5
3547,House,31500000,G-10,Pune,5,For Sale,5,10.9
3548,Flat,6900000,E-11,Pune,2,For Sale,2,8
3549,House,10700000,Kuri Road,Pune,3,For Sale,3,8
3550,Flat,19000000,DHA Defence,Pune,5,For Sale,4,13
3551,House,6500000,Bhara kahu,Pune,2,For Sale,3,5
3552,Flat,4000000,E-11,Pune,1,For Sale,1,2.7
3554,House,8500000,Shaheen Town,Pune,4,For Sale,3,3.6
3555,Flat,4500000,DHA Defence,Pune,2,For Sale,3,3.9
3556,House,6500000,PAEC Employees Cooperative Housing Society,Pune,4,For Sale,2,7
3557,House,11000000,Kuri Road,Pune,3,For Sale,3,8
3558,House,17500000,B-17,Pune,3,For Sale,3,20
3559,House,22500000,G-10,Pune,5,For Sale,4,5
3560,House,11000000,Shaheen Town,Pune,6,For Sale,6,7
3561,House,12000000,CBR Town,Pune,5,For Sale,5,7
3562,House,2100000,Ali Pur,Pune,3,For Sale,3,3
3563,House,39500000,DHA Defence,Pune,6,For Sale,5,20
3565,House,14000000,G-13,Pune,5,For Sale,4,4.4
3566,House,3800000,Taramrri,Pune,5,For Sale,4,3
3569,Flat,50000,E-11,Pune,2,For Rent,2,3.3
3570,House,16000,FECHS,Pune,2,For Rent,2,7
3571,Upper Portion,29000,FECHS,Pune,3,For Rent,3,14.2
3572,Upper Portion,60000,E-11,Pune,4,For Rent,3,14
3573,Flat,50000,G-11,Pune,3,For Rent,3,6.7
3575,House,1100000,F-7,Pune,6,For Rent,4,40
3576,House,150000,F-8,Pune,3,For Rent,3,2.2
3579,House,18000,Ghauri Town,Pune,2,For Rent,2,8
3580,House,22000,Ghauri Town,Pune,4,For Rent,3,4
3585,House,55000,D-12,Pune,4,For Rent,4,4
3586,Room,20000,G-9,Pune,2,For Rent,2,15
3588,Lower Portion,70000,I-8,Pune,3,For Rent,3,12
3589,Lower Portion,85000,F-11,Pune,3,For Rent,3,14
3590,House,40000,G-13,Pune,4,For Rent,4,4
3592,Upper Portion,27000,Green Avenue,Pune,2,For Rent,2,7
3593,House,60000,Green Avenue,Pune,3,For Rent,3,5
3594,House,30000,Green Avenue,Pune,2,For Rent,2,7
3595,House,35000,Green Avenue,Pune,3,For Rent,3,10
3596,Upper Portion,30000,CBR Town,Pune,3,For Rent,3,12
3599,House,40000,Margalla Town,Pune,2,For Rent,3,5
3601,House,48000,9th Avenue,Pune,2,For Rent,2,5
3602,House,50000,G-11,Pune,3,For Rent,0,5
3605,Lower Portion,25000,DHA Defence,Pune,3,For Rent,3,20
3607,House,55000,G-15,Pune,5,For Rent,5,8
3608,Lower Portion,26000,G-15,Pune,3,For Rent,2,7
3609,Upper Portion,55000,G-15,Pune,4,For Rent,4,20
3610,Lower Portion,17000,Shaheen Town,Pune,3,For Rent,3,5
3611,Flat,28000,DHA Defence,Pune,4,For Rent,3,10
3612,Flat,42000,DHA Defence,Pune,4,For Rent,3,10
3613,Upper Portion,25000,Soan Garden,Pune,5,For Rent,3,8
3614,House,35000,FECHS,Pune,6,For Rent,4,7
3615,House,18000,FECHS,Pune,3,For Rent,2,7
3616,House,17000,FECHS,Pune,2,For Rent,2,7
3617,Room,32000,9th Avenue,Pune,1,For Rent,1,0.5
3618,Room,18000,9th Avenue,Pune,1,For Rent,1,0.5
3619,House,45000,G-13,Pune,5,For Rent,4,4.4
3620,Lower Portion,50000,G-13,Pune,4,For Rent,3,14.2
3622,Lower Portion,24000,G-13,Pune,3,For Rent,2,4.4
3623,House,33000000,Gulshan-e-Hayat,Chandigarh,5,For Sale,5,14
3624,House,5500000,Green Town,Chandigarh,1,For Sale,2,5
3625,House,8500000,Mansoorabad,Chandigarh,1,For Sale,0,3
3627,House,9900000,Jhang Road,Chandigarh,5,For Sale,4,5
3628,House,8200000,Citi Housing Society,Chandigarh,4,For Sale,3,5
3630,House,24000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
3631,House,4000000,Chakri Road,Delhi,2,For Sale,3,4
3632,House,6500000,Pune Highway,Delhi,5,For Sale,6,5
3633,House,9200000,Bahria Town Delhi,Delhi,2,For Sale,2,5
3634,House,26000000,Chaklala Scheme,Delhi,7,For Sale,6,13
3635,House,7500000,Sangar Town,Delhi,4,For Sale,3,5
3637,House,25500000,Bahria Town Delhi,Delhi,5,For Sale,4,10
3638,House,24000000,Bahria Town Delhi,Delhi,6,For Sale,5,12
3639,House,13500000,Bahria Town Delhi,Delhi,5,For Sale,5,7
3640,House,13000000,Shalley Valley,Delhi,6,For Sale,4,7
3642,House,14000000,Satellite Town,Delhi,4,For Sale,5,3
3644,House,40000000,Bahria Town Delhi,Delhi,7,For Sale,6,20
3645,House,31000000,Bahria Town Delhi,Delhi,7,For Sale,6,20
3646,House,17500000,Gulzar-e-Quaid Housing Society,Delhi,5,For Sale,5,12
3647,House,11500000,Murree Road,Delhi,3,For Sale,3,6
3648,Flat,12000000,Bahria Town Delhi,Delhi,3,For Sale,3,8
3649,House,15000000,Westridge,Delhi,7,For Sale,6,7
3650,House,10000000,Range Road,Delhi,5,For Sale,6,5
3651,House,13000000,Bahria Town Delhi,Delhi,6,For Sale,5,7
3652,House,28500000,Bahria Town Delhi,Delhi,5,For Sale,5,11
3654,House,18000,Canal Road,Chandigarh,3,For Rent,3,3
3656,House,35000,Satiana Road,Chandigarh,6,For Rent,5,7
3658,Upper Portion,60000,Bahria Town Delhi,Delhi,4,For Rent,3,20
3661,House,65000,Bahria Town Delhi,Delhi,6,For Rent,5,10
3662,Upper Portion,40000,Bahria Town Delhi,Delhi,3,For Rent,3,10
3663,House,32000,Bahria Town Delhi,Delhi,2,For Rent,2,5
3665,House,55000,Bahria Town Delhi,Delhi,4,For Rent,4,20
3667,Upper Portion,60000,Bahria Town Delhi,Delhi,4,For Rent,3,20
3668,Upper Portion,60000,Bahria Town Delhi,Delhi,4,For Rent,3,20
3669,House,22000,Adiala Road,Delhi,2,For Rent,4,5
3670,House,40000,Saidpur Road,Delhi,3,For Rent,2,6
3671,Upper Portion,55000,Bahria Town Delhi,Delhi,4,For Rent,4,20
3672,Lower Portion,40000,Bahria Town Delhi,Delhi,3,For Rent,2,10.7
3674,Flat,70000,Bahria Town Delhi,Delhi,3,For Rent,2,6.2
3675,House,25000,Murree Road,Delhi,2,For Rent,3,5
3676,House,110000,Bahria Town Delhi,Delhi,7,For Rent,6,20
3678,House,33000,Bahria Town Delhi,Delhi,3,For Rent,3,5
3680,Lower Portion,42000,Satellite Town,Delhi,2,For Rent,2,8
3685,Flat,35000,Satellite Town,Delhi,2,For Rent,2,2
3688,House,35000,Adiala Road,Delhi,5,For Rent,4,5
3689,Lower Portion,65000,Chaklala Scheme,Delhi,4,For Rent,4,20
3690,House,55000,Askari 14,Delhi,5,For Rent,4,10
3691,House,11500000,State Life Housing Society,Hyderabad,4,For Sale,3,5
3692,House,9500000,Johar Town,Hyderabad,4,For Sale,3,3
3693,Flat,4300000,Bahria Orchard,Hyderabad,1,For Sale,2,5
3694,House,6500000,Shershah Colony - Ichra,Hyderabad,4,For Sale,3,3
3695,House,4200000,Multan Road,Hyderabad,2,For Sale,2,2.5
3696,House,14000000,College Road,Hyderabad,4,For Sale,3,10
3697,House,4600000,Al-Hamd Garden,Hyderabad,4,For Sale,3,3
3698,House,33000000,Johar Town,Hyderabad,7,For Sale,6,20
3699,House,8500000,Thokar Niaz Baig,Hyderabad,5,For Sale,4,5
3700,House,4800000,Al Hafeez Gardens,Hyderabad,3,For Sale,3,3
3701,Flat,3800000,Multan Road,Hyderabad,2,For Sale,1,3.6
3702,House,31500000,DHA Defence,Hyderabad,5,For Sale,4,10
3703,House,41500000,DHA Defence,Hyderabad,6,For Sale,5,20
3704,House,40000000,DHA Defence,Hyderabad,7,For Sale,5,20
3705,House,11500000,Gulshan-e-Ravi,Hyderabad,3,For Sale,4,5
3706,House,21000000,Bahria Town,Hyderabad,7,For Sale,5,10
3709,House,8000000,Taj Bagh Scheme,Hyderabad,5,For Sale,4,6
3710,House,18000000,DHA Defence,Hyderabad,4,For Sale,4,12
3711,House,35000000,DHA Defence,Hyderabad,5,For Sale,4,10
3712,House,15000000,Harbanspura,Hyderabad,4,For Sale,3,8
3713,House,10500000,Bahria Town,Hyderabad,3,For Sale,3,6
3714,House,20000000,New Super Town,Hyderabad,6,For Sale,6,15
3715,House,22200000,State Life Housing Society,Hyderabad,4,For Sale,4,10
3716,House,6000000,Baghbanpura,Hyderabad,2,For Sale,2,5
3719,House,9100000,Bahria Town,Hyderabad,4,For Sale,3,5
3720,House,9000000,College Road,Hyderabad,2,For Sale,3,5
3721,House,11500000,Allama Iqbal Town,Hyderabad,4,For Sale,5,5
3722,House,11000000,Audit & Accounts Housing Society,Hyderabad,6,For Sale,5,8
3723,House,7200000,Allama Iqbal Town,Hyderabad,4,For Sale,4,4
3724,House,10500000,Hassan Town,Hyderabad,5,For Sale,5,5
3725,House,7600000,Bahria Nasheman,Hyderabad,4,For Sale,3,5
3726,House,13000000,Bahria Town,Hyderabad,5,For Sale,5,10
3727,House,36000000,DHA Defence,Hyderabad,5,For Sale,4,10
3728,House,31000000,DHA Defence,Hyderabad,5,For Sale,4,10
3729,House,13000000,Pak Arab Housing Society,Hyderabad,3,For Sale,3,5
3731,House,8500000,Palm Villas,Hyderabad,4,For Sale,3,5
3733,House,28000000,Gulshan-e-Ravi,Hyderabad,4,For Sale,4,10
3734,House,20800000,State Life Housing Society,Hyderabad,5,For Sale,4,10
3735,House,16000000,Valencia Housing Society,Hyderabad,4,For Sale,4,10
3737,House,42500000,Bahria Town,Hyderabad,5,For Sale,5,20
3738,House,13000000,Alfalah Town,Hyderabad,4,For Sale,5,14
3739,Flat,1700000,Aabpara Coop Housing Society,Hyderabad,1,For Sale,1,1
3740,House,14000000,Samanabad,Hyderabad,5,For Sale,4,4
3741,House,18500000,Beacon House Society,Hyderabad,6,For Sale,5,15
3743,House,6700000,Cantt,Hyderabad,3,For Sale,3,3
3744,House,7500000,Khayaban-e-Quaid,Hyderabad,3,For Sale,4,5
3745,House,25000000,Awan Town,Hyderabad,6,For Sale,6,20
3746,House,14500000,Bahria Town,Hyderabad,3,For Sale,4,8
3747,House,10500000,DHA 11 Rahbar,Hyderabad,3,For Sale,3,5
3748,House,6000000,Manawan,Hyderabad,3,For Sale,4,5
3749,House,3500000,Green Town,Hyderabad,1,For Sale,1,2.5
3751,House,10500000,Bhagatpura,Hyderabad,4,For Sale,4,4
3752,House,12500000,PCSIR Staff Colony,Hyderabad,4,For Sale,4,7.9
3754,House,31000000,DHA Defence,Hyderabad,5,For Sale,4,10
3756,House,5600000,Jubilee Town,Hyderabad,3,For Sale,3,3
3761,Upper Portion,12000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,8.8
3763,House,8000000,Sindh Industrial Trading Estate (SITE),Mumbai,3,For Sale,5,4.8
3768,Upper Portion,7600000,North Mumbai,Mumbai,3,For Sale,3,4.8
3769,Flat,8000000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
3772,House,41500000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,16
3774,House,42500000,DHA Defence,Mumbai,4,For Sale,4,4
3776,House,20000000,Bahria Town Mumbai,Mumbai,4,For Sale,3,8
3777,House,6000000,Malir,Mumbai,3,For Sale,2,4.8
3778,House,37500000,Gulistan-e-Jauhar,Mumbai,7,For Sale,6,9.6
3780,House,12500000,Gadap Town,Mumbai,4,For Sale,4,8
3781,House,5500000,Korangi,Mumbai,2,For Sale,2,3.2
3782,Flat,27500000,Cantt,Mumbai,3,For Sale,3,13.2
3783,Flat,7300000,DHA Defence,Mumbai,2,For Sale,0,4
3784,House,17000000,Gulistan-e-Jauhar,Mumbai,4,For Sale,4,4.8
3785,Flat,9000000,Clifton,Mumbai,2,For Sale,2,4.8
3786,Flat,32500000,Clifton,Mumbai,3,For Sale,3,8
3787,Upper Portion,5000000,Shah Faisal Town,Mumbai,2,For Sale,4,4.8
3788,Flat,6050000,Jinnah Avenue,Mumbai,2,For Sale,2,4.7
3789,Flat,8000000,Jinnah Avenue,Mumbai,3,For Sale,3,5.6
3790,House,18200000,Bahria Town Mumbai,Mumbai,3,For Sale,3,8
3791,Flat,6200000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
3792,Flat,6000000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
3793,Flat,2800000,Gadap Town,Mumbai,2,For Sale,2,3.2
3794,House,19500000,Gadap Town,Mumbai,6,For Sale,6,9.6
3796,House,6800000,Korangi,Mumbai,2,For Sale,4,4.8
3797,House,20000000,Gulistan-e-Jauhar,Mumbai,5,For Sale,5,8
3798,House,18000000,North Nazimabad,Mumbai,2,For Sale,2,4.8
3801,House,10000000,Bahria Town Mumbai,Mumbai,3,For Sale,3,10
3803,House,7600000,Scheme 33,Mumbai,3,For Sale,3,4.8
3806,Flat,10500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,6
3807,House,7800000,North Mumbai,Mumbai,4,For Sale,4,4
3808,House,2000000,Gadap Town,Mumbai,1,For Sale,2,3.8
3809,House,32000000,DHA Defence,Mumbai,4,For Sale,4,4
3811,Flat,9000000,Britto Road,Mumbai,2,For Sale,2,3.8
3812,House,36500000,Rashid Minhas Road,Mumbai,6,For Sale,6,10
3813,Flat,11500000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,4,8
3815,Upper Portion,7000000,Scheme 33,Mumbai,3,For Sale,3,4.6
3816,Flat,4450000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.8
3819,Flat,40000,DHA Defence,Mumbai,2,For Rent,0,4.2
3820,House,16000,Nazimabad,Mumbai,2,For Rent,2,3.2
3821,Flat,66000,DHA Defence,Mumbai,3,For Rent,0,7.3
3822,Upper Portion,32000,North Mumbai,Mumbai,3,For Rent,3,9.6
3823,House,75000,Bahria Town Mumbai,Mumbai,3,For Rent,3,8
3826,Flat,25000,Gadap Town,Mumbai,3,For Rent,3,8
3828,House,30000,Gadap Town,Mumbai,3,For Rent,3,9.6
3830,House,200000,Clifton,Mumbai,5,For Rent,4,10.8
3832,Penthouse,80000,Tariq Road,Mumbai,4,For Rent,5,8
3833,Flat,35000,Gulistan-e-Jauhar,Mumbai,3,For Rent,3,8.6
3836,House,65000,Gulshan-e-Iqbal Town,Mumbai,4,For Rent,4,12
3838,House,90000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,5.3
3840,Flat,90000,Gulshan-e-Iqbal Town,Mumbai,4,For Rent,4,8.4
3841,Flat,40000,DHA Defence,Mumbai,2,For Rent,2,4.4
3842,Lower Portion,18000,North Mumbai,Mumbai,2,For Rent,2,4.8
3846,Upper Portion,28000,North Mumbai,Mumbai,3,For Rent,3,6.4
3849,Flat,8500000,DHA Defence,Mumbai,2,For Sale,2,4.4
3854,House,25000000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,8.5
3855,House,12500000,Scheme 33,Mumbai,4,For Sale,3,4.8
3856,Flat,6500000,North Mumbai,Mumbai,2,For Sale,2,4
3858,Flat,6500000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,5.8
3859,House,12500000,Gadap Town,Mumbai,5,For Sale,5,4.8
3864,Flat,8800000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,4.2
3865,Flat,5000000,Gadap Town,Mumbai,2,For Sale,4,5
3866,House,5900000,Gadap Town,Mumbai,3,For Sale,2,5
3867,Flat,5700000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,2.4
3868,Flat,12500000,Rashid Minhas Road,Mumbai,3,For Sale,3,5.2
3869,House,16000000,North Mumbai,Mumbai,2,For Sale,4,4.8
3870,House,18000000,Gulistan-e-Jauhar,Mumbai,2,For Sale,2,4.8
3871,Upper Portion,2300000,Federal B Area,Mumbai,2,For Sale,2,2.4
3873,Flat,13000000,Shaheed Millat Road,Mumbai,2,For Sale,2,6.2
3874,House,13000000,G-13,Pune,5,For Sale,5,4.4
3876,House,42500000,Bahria Town,Pune,7,For Sale,6,20
3877,House,43000000,Bahria Town,Pune,7,For Sale,6,20
3879,House,22500000,Bahria Town,Pune,6,For Sale,5,10
3880,House,38000000,Bahria Town,Pune,6,For Sale,5,20
3884,Flat,3700000,I-11,Pune,2,For Sale,2,3.3
3893,Flat,3050000,Gulberg,Pune,3,For Sale,3,4.9
3899,House,8500000,Chatha Bakhtawar,Pune,3,For Sale,2,5
3900,Flat,6000000,E-11,Pune,3,For Sale,3,4.6
3901,House,11500000,Korang Town,Pune,5,For Sale,4,6
3903,Flat,20500000,DHA Defence,Pune,4,For Sale,4,12
3904,Flat,4700000,E-11,Pune,2,For Sale,2,5.2
3905,House,13000000,D-17,Pune,3,For Sale,2,11
3906,House,4500000,Pune Expressway,Pune,6,For Sale,6,3
3909,House,4800000,Ghauri Town,Pune,3,For Sale,2,5
3910,House,29500000,E-18,Pune,3,For Sale,5,50
3912,House,65000,G-13,Pune,7,For Rent,5,8
3913,House,100000,G-13,Pune,7,For Rent,6,14.2
3914,Lower Portion,30000,G-13,Pune,3,For Rent,2,8
3915,Upper Portion,90000,D-12,Pune,3,For Rent,3,24
3916,House,65000,DHA Defence,Pune,4,For Rent,3,20
3917,Upper Portion,35000,DHA Defence,Pune,3,For Rent,3,20
3918,House,80000,DHA Defence,Pune,6,For Rent,5,20
3920,Flat,60000,G-11,Pune,2,For Rent,2,7.1
3923,House,40000,DHA Defence,Pune,4,For Rent,4,5
3925,Upper Portion,48000,Bahria Town,Pune,2,For Rent,2,10
3926,Penthouse,120000,F-8,Pune,3,For Rent,3,12
3927,House,140000,F-10,Pune,6,For Rent,6,20
3928,House,142000,F-10,Pune,5,For Rent,5,20
3929,House,142000,F-10,Pune,6,For Rent,6,20
3930,House,141000,F-10,Pune,6,For Rent,6,22
3931,House,143000,F-10,Pune,6,For Rent,6,22
3932,House,139000,F-10,Pune,6,For Rent,6,20
3934,Upper Portion,35000,DHA Defence,Pune,3,For Rent,3,20
3937,Upper Portion,22000,Soan Garden,Pune,4,For Rent,3,10
3938,House,142000,F-10,Pune,5,For Rent,5,20
3939,House,141000,F-10,Pune,6,For Rent,5,22
3942,House,260000,F-10,Pune,6,For Rent,6,20
3944,House,140000,F-10,Pune,4,For Rent,4,20
3945,House,138000,F-10,Pune,4,For Rent,4,20
3946,Flat,50000,F-10,Pune,3,For Rent,3,10
3947,House,95000,G-13,Pune,6,For Rent,6,10
3950,Flat,140000,F-11,Pune,4,For Rent,4,16
3951,Flat,85000,F-11,Pune,3,For Rent,3,9.8
3952,Lower Portion,40000,Bahria Town,Pune,3,For Rent,3,10
3953,Lower Portion,40000,Bahria Town,Pune,3,For Rent,3,20
3954,Flat,50000,E-11,Pune,2,For Rent,2,5.8
3955,Flat,180000,Diplomatic Enclave,Pune,3,For Rent,2,9.8
3956,Flat,150000,Diplomatic Enclave,Pune,2,For Rent,1,6
3957,Upper Portion,35000,DHA Defence,Pune,3,For Rent,3,20
3958,Penthouse,900000,F-8,Pune,5,For Rent,5,38
3959,House,260000,E-11,Pune,5,For Rent,6,20
3962,Lower Portion,70000,F-10,Pune,2,For Rent,3,20
3963,House,5025000,Others,Chandigarh,2,For Sale,2,5
3964,House,25000000,Satiana Road,Chandigarh,7,For Sale,5,7
3965,House,8000000,Ghulam Mohammad Abad,Chandigarh,4,For Sale,2,3.5
3966,House,25000000,Canal Road,Chandigarh,6,For Sale,4,10
3968,House,4600000,Chak 208 Road,Chandigarh,3,For Sale,3,3
3969,House,4000000,Shahbaz Town,Chandigarh,2,For Sale,3,2.5
3971,House,4500000,Shahzad Colony,Chandigarh,2,For Sale,2,3
3972,House,2000000,Samundari Road,Chandigarh,1,For Sale,2,9.5
3973,House,4600000,Samundari Road,Chandigarh,3,For Sale,4,3
3974,House,5250000,Green Town,Chandigarh,3,For Sale,2,5
3975,House,21500000,Bahria Town Delhi,Delhi,6,For Sale,5,10
3976,House,10000000,Shalley Valley,Delhi,5,For Sale,4,5
3978,House,3800000,Dhamyal Road,Delhi,4,For Sale,3,8
3981,House,12500000,Sadiqa Abad,Delhi,3,For Sale,3,5
3982,House,6000000,Samarzar Housing Society,Delhi,3,For Sale,3,7
3983,House,24500000,Bahria Town Delhi,Delhi,6,For Sale,5,10
3984,House,22500000,Bahria Town Delhi,Delhi,6,For Sale,5,10
3985,Flat,3800000,Bahria Town Delhi,Delhi,1,For Sale,1,2.2
3987,House,5500000,Misryal Road,Delhi,3,For Sale,2,5
3988,House,24000000,Bahria Town Delhi,Delhi,6,For Sale,4,10
3989,House,10500000,Airport Housing Society,Delhi,6,For Sale,5,6.7
3990,House,22500000,Bahria Town Delhi,Delhi,6,For Sale,5,10
3991,House,13000000,Range Road,Delhi,7,For Sale,5,7.3
3992,House,14000000,Bahria Town Delhi,Delhi,5,For Sale,4,7
3993,Flat,10500000,Askari 14,Delhi,3,For Sale,3,10
3994,House,43000000,Askari 13,Delhi,6,For Sale,5,20
3997,House,5500000,Bostan Road,Delhi,5,For Sale,6,5
3998,House,18000000,Bahria Town Delhi,Delhi,5,For Sale,4,12
3999,Flat,5000000,Bahria Town Delhi,Delhi,2,For Sale,2,4.4
4000,House,23500000,Peshawar Road,Delhi,6,For Sale,6,10
4001,House,19900000,Shalley Valley,Delhi,6,For Sale,6,10
4002,House,32500000,Askari 14,Delhi,5,For Sale,4,20
4003,House,8500000,Chakri Road,Delhi,7,For Sale,4,7
4004,House,6000000,Chakri Road,Delhi,3,For Sale,2,6
4005,House,6000000,Chakri Road,Delhi,4,For Sale,4,10
4006,House,3000000,Adiala Road,Delhi,2,For Sale,2,3.5
4007,House,21000000,Bahria Town Delhi,Delhi,4,For Sale,3,10
4009,Flat,3750000,Gulraiz Housing Scheme,Delhi,3,For Sale,3,5
4012,House,5300000,Range Road,Delhi,2,For Sale,2,3.5
4013,House,10500000,Gulraiz Housing Scheme,Delhi,4,For Sale,3,14
4014,House,24000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
4015,House,5000000,Adiala Road,Delhi,3,For Sale,2,5
4016,House,15200000,Lalazar,Delhi,4,For Sale,3,14
4017,House,21500000,Bahria Town Delhi,Delhi,5,For Sale,5,10
4018,Upper Portion,25000,Abdullah City,Chandigarh,2,For Rent,2,5
4021,Upper Portion,25000,Others,Chandigarh,2,For Rent,2,5
4022,House,85000,Eden Gardens,Chandigarh,7,For Rent,6,17
4023,Upper Portion,35000,Muslim Town,Chandigarh,2,For Rent,3,20
4024,House,150000,Bahria Town Delhi,Delhi,6,For Rent,6,15
4027,House,55000,Khayaban-e-Tanveer,Delhi,4,For Rent,4,7
4029,Lower Portion,110000,Bahria Town Delhi,Delhi,3,For Rent,3,20
4032,Flat,35000,Bahria Town Delhi,Delhi,1,For Rent,1,3.1
4033,House,30000,Lalazar,Delhi,3,For Rent,3,6
4035,Flat,40000,Askari 14,Delhi,4,For Rent,3,10
4036,House,11000000,Bahria Town,Hyderabad,4,For Sale,3,5
4037,House,20000000,Bahria Town,Hyderabad,7,For Sale,5,10
4041,House,17000000,Canal Burg,Hyderabad,6,For Sale,5,10
4042,House,12000000,Johar Town,Hyderabad,4,For Sale,4,5.5
4043,House,10000000,Azam Gardens,Hyderabad,4,For Sale,4,7
4044,House,29000000,Shadbagh,Hyderabad,6,For Sale,6,13
4045,House,8500000,Baghbanpura,Hyderabad,2,For Sale,6,5
4046,House,24900000,Abdalians Cooperative Housing Society,Hyderabad,6,For Sale,4,14
4047,House,8000000,Daroghewala,Hyderabad,2,For Sale,4,7
4048,House,15000000,Tricon Village,Hyderabad,5,For Sale,4,10
4051,House,15000000,Madina Colony,Hyderabad,6,For Sale,4,7
4052,House,15000000,Cantt,Hyderabad,4,For Sale,6,5
4053,House,13000000,Madina Colony,Hyderabad,6,For Sale,4,7
4054,House,7700000,Alfalah Town,Hyderabad,3,For Sale,4,5
4056,House,5700000,Shadab Garden,Hyderabad,3,For Sale,3,3.5
4057,House,6500000,Tajpura,Hyderabad,5,For Sale,3,4
4058,House,40500000,DHA Defence,Hyderabad,6,For Sale,5,20
4059,House,7000000,Shahdara,Hyderabad,1,For Sale,2,7
4062,House,4800000,Tajpura,Hyderabad,3,For Sale,2,3
4064,House,19500000,Allama Iqbal Town,Hyderabad,5,For Sale,4,10
4065,House,22000000,Marghzar Officers Colony,Hyderabad,5,For Sale,5,10
4066,House,11500000,Chohan Road,Hyderabad,4,For Sale,4,5
4067,House,24000000,State Life Housing Society,Hyderabad,5,For Sale,4,10
4069,House,14000000,Johar Town,Hyderabad,7,For Sale,6,5
4070,House,16500000,Garhi Shahu,Hyderabad,7,For Sale,5,10
4071,House,11000000,Johar Town,Hyderabad,4,For Sale,3,5
4073,House,10000000,Park View Villas,Hyderabad,4,For Sale,3,5
4075,House,10000000,Green Town,Hyderabad,2,For Sale,2,5
4076,House,10400000,Islampura,Hyderabad,3,For Sale,3,3
4077,House,42000000,DHA Defence,Hyderabad,6,For Sale,5,20
4078,House,24000000,Bahria Town,Hyderabad,7,For Sale,5,11
4079,House,20500000,Bahria Town,Hyderabad,7,For Sale,4,10
4081,House,12800000,Ali View Park,Hyderabad,3,For Sale,3,5
4082,House,16000000,Baghbanpura,Hyderabad,5,For Sale,5,6
4083,House,12000000,Shalimar Town,Hyderabad,5,For Sale,5,10
4084,House,20000000,Wassanpura,Hyderabad,2,For Sale,2,4
